Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
长兴,CBH,浙江省湖州市长兴县长兴火车站,湖州市,浙江省,"119.903292,30.990787"
苍溪,CXE,,,,
楚雄,CUM,云南省楚雄彝族自治州楚雄市楚雄火车站,楚雄彝族自治州,云南省,"101.544618,25.050487"
城西,CIA,青海省西宁市城北区西火车站,西宁市,青海省,"101.690265,36.657480"
朝阳,VBT,辽宁省朝阳市双塔区朝阳火车站,朝阳市,辽宁省,"120.441654,41.578816"
长阳,CYN,北京市房山区长阳镇,北京市,北京市,"116.179329,39.744122"
潮阳,CNQ,广东省汕头市潮阳区潮阳火车站,汕头市,广东省,"116.422157,23.380482"
朝阳湖,CYE,辽宁省朝阳市双塔区朝阳火车站,朝阳市,辽宁省,"120.441654,41.578816"
崇州,CZE,,,,
城子坦,CWT,内蒙古自治区赤峰市松山区城子乡,赤峰市,内蒙古自治区,"118.566490,42.145443"
东安东,DCZ,湖南省永州市东安县东火车站,永州市,湖南省,"111.337998,26.378281"
德保,RBZ,,,,
都昌,DCG,江西省九江市都昌县都昌火车站,九江市,江西省,"116.418674,29.479045"
东岔,DCJ,甘肃省天水市麦积区东岔镇,天水市,甘肃省,"106.577660,34.360882"
东城南,IYQ,北京市丰台区南火车站,北京市,北京市,"116.379810,39.865419"
东戴河,RDD,江苏省南京市六合区东戴,南京市,江苏省,"118.642326,32.485012"
丹东西,RWT,辽宁省丹东市,丹东市,辽宁省,"124.354706,40.000499"
东二道河,DRB,,,,
大丰,KRQ,,,,
大方南,DNE,贵州省毕节市大方县大方,毕节市,贵州省,"105.602208,27.142958"
东港北,RGT,辽宁省丹东市东港市东港,丹东市,辽宁省,"124.151665,39.880310"
大孤山,RMT,辽宁省鞍山市铁东区大孤山镇,鞍山市,辽宁省,"123.046181,41.066040"
东莞,RTQ,广东省东莞市东莞火车站,东莞市,广东省,"113.869367,23.070448"
鼎湖东,UWQ,广东省肇庆市鼎湖区鼎湖,肇庆市,广东省,"112.585612,23.202181"
鼎湖山,NVQ,广东省肇庆市鼎湖区鼎湖山,肇庆市,广东省,"112.552445,23.162276"
道滘,RRQ,广东省东莞市道滘镇,东莞市,广东省,"113.674927,23.004402"
垫江,DJE,,,,
洞井,FWQ,湖南省长沙市雨花区洞井镇,长沙市,湖南省,"113.038483,28.096411"
董家口,DTK,江西省宜春市宜丰县董家,宜春市,江西省,"114.968750,28.561501"
大苴,DIM,云南省楚雄彝族自治州姚安县大苴,楚雄彝族自治州,云南省,"101.114502,25.338837"
洞口,DKA,湖南省邵阳市洞口县洞口,邵阳市,湖南省,"110.579923,27.055687"
达连河,DCB,辽宁省沈阳市沈北新区达连,沈阳市,辽宁省,"123.596420,41.932869"
大荔,DNY,陕西省渭南市大荔县大荔火车站,渭南市,陕西省,"109.827656,34.897861"
大朗镇,KOQ,广东省江门市鹤山市大朗,江门市,广东省,"112.975243,22.759811"
得莫利,DTB,黑龙江省哈尔滨市方正县得莫利村,哈尔滨市,黑龙江省,"129.012573,45.880791"
大青沟,DSD,辽宁省铁岭市铁岭县大青乡,铁岭市,辽宁省,"123.690628,42.389767"
德清,DRH,浙江省湖州市德清县德清火车站,湖州市,浙江省,"119.958184,30.535205"
东胜东,RSC,内蒙古自治区鄂尔多斯市东胜区东胜,鄂尔多斯市,内蒙古自治区,"109.996435,39.817806"
砀山南,PRH,安徽省宿州市砀山县砀山,宿州市,安徽省,"116.355632,34.425826"
大石头南,DAL,新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县大石头乡,昌吉回族自治州,新疆维吾尔自治区,"91.127060,44.233059"
当涂东,OWH,,,,
大通西,DTO,安徽省淮南市大通区大通,淮南市,安徽省,"117.063250,32.629913"
大旺,WWQ,广西壮族自治区百色市德保县大旺乡,百色市,广西壮族自治区,"106.848007,23.223082"
定西北,DNJ,甘肃省定西市,定西市,甘肃省,"104.626282,35.580662"
大兴机场,IWP,北京市大兴区大兴机场,北京市,北京市,"116.420667,39.542956"
德兴东,DDG,江西省上饶市信州区德兴,上饶市,江西省,"117.940394,28.449285"
德兴,DWG,,,,
丹霞山,IRQ,,,,
大阳,RET,山西省晋城市泽州县大阳镇,晋城市,山西省,"112.805145,35.650467"
大冶北,DBN,湖北省黄石市大冶市北火车站,黄石市,湖北省,"115.000763,30.121993"
都匀东,KJW,贵州省黔南布依族苗族自治州都匀市都匀,黔南布依族苗族自治州,贵州省,"107.515768,26.305805"
大邑,DEE,,,,
东营南,DOK,山东省东营市东营区南火车站,东营市,山东省,"118.549515,37.356784"
大余,DYG,江西省赣州市大余县大余火车站,赣州市,江西省,"114.424024,25.439583"
定州东,DOP,,,,
端州,WZQ,,,,
大足南,FQW,重庆市大足区南火车站,重庆市,重庆市,"105.745918,29.421464"
额敏,EMR,,,,
峨眉山,IXW,四川省乐山市峨眉山市峨眉山火车站,乐山市,四川省,"103.466499,29.576388"
阿房宫,EGY,陕西省西安市未央区阿房村,西安市,陕西省,"108.828209,34.269119"
鄂州东,EFN,湖北省鄂州市,鄂州市,湖北省,"114.894843,30.391940"
防城港北,FBZ,广西壮族自治区防城港市,防城港市,广西壮族自治区,"108.353846,21.686860"
凤城东,FDT,辽宁省丹东市凤城市东火车站,丹东市,辽宁省,"124.134871,40.464314"
富川,FDZ,广西壮族自治区贺州市富川瑶族自治县富川火车站,贺州市,广西壮族自治区,"111.361902,24.792494"
繁昌西,PUH,,,,
丰都,FUW,重庆市丰都县丰都火车站,重庆市,重庆市,"107.690066,29.845602"
涪陵北,FEW,重庆市涪陵区涪陵北火车站,重庆市,重庆市,"107.277842,29.770109"
枫林,FLN,辽宁省大连市中山区枫林街道,大连市,辽宁省,"121.653419,38.913502"
阜宁东,FDU,江苏省盐城市阜宁县阜宁,盐城市,江苏省,"119.829500,33.776645"
富宁,FNM,,,,
佛坪,FUY,,,,
法启,FQE,贵州省毕节市大方县法启,毕节市,贵州省,"105.547966,27.101744"
芙蓉南,KCQ,湖南省长沙市芙蓉区芙蓉,长沙市,湖南省,"113.093207,28.206821"
复盛,FAW,四川省眉山市东坡区复盛乡,眉山市,四川省,"103.946854,30.026333"
抚松,FSL,,,,
佛山西,FOQ,广东省佛山市南海区西火车站,佛山市,广东省,"113.033676,23.079483"
福山镇,FZQ,山东省烟台市招远市福山镇,烟台市,山东省,"120.563507,37.400216"
福田,NZQ,广东省深圳市福田区福田火车站,深圳市,广东省,"114.057004,22.538171"
阜新,FOT,辽宁省阜新市海州区阜新火车站,阜新市,辽宁省,"121.637714,41.987055"
富阳,FYU,浙江省杭州市富阳区富阳,杭州市,浙江省,"119.923046,30.053477"
富源北,FBM,云南省曲靖市富源县富源,曲靖市,云南省,"104.255630,25.673091"
抚远,FYB,黑龙江省佳木斯市抚远市抚远火车站,佳木斯市,黑龙江省,"134.402459,48.345080"
抚州东,FDG,江西省抚州市东乡区东火车站,抚州市,江西省,"116.616515,28.260239"
抚州,FZG,江西省抚州市临川区抚州火车站,抚州市,江西省,"116.353246,27.919418"
方正,FNB,黑龙江省哈尔滨市巴彦县方正,哈尔滨市,黑龙江省,"127.385225,46.178108"
福州 南,FXS,福建省福州市仓山区南火车站,福州市,福建省,"119.389358,25.986565"
高安,GCG,江西省宜春市高安市高安火车站,宜春市,江西省,"115.382481,28.422846"
广安南,VUW,四川省广安市广安区广安南火车站,广安市,四川省,"106.592295,30.451115"
贵安,GAE,广西壮族自治区河池市罗城仫佬族自治县贵安,河池市,广西壮族自治区,"108.932129,24.725519"
高碑店东,GMP,河北省保定市高碑店市高碑店,保定市,河北省,"115.880174,39.323332"
古北口,GKP,黑龙江省齐齐哈尔市克山县古北乡,齐齐哈尔市,黑龙江省,"125.765877,48.093578"
恭城,GCZ,广西壮族自治区贺州市昭平县恭城村,贺州市,广西壮族自治区,"110.825188,24.034571"
藁城南,GUP,,,,
贵定北,FMW,贵州省黔南布依族苗族自治州贵定县贵定北火车站,黔南布依族苗族自治州,贵州省,"107.232445,26.593207"
葛店南,GNN,河南省周口市淮阳县葛店乡,周口市,河南省,"115.019730,33.756130"
贵定县,KIW,贵州省黔南布依族苗族自治州贵定县贵定县火车站,黔南布依族苗族自治州,贵州省,"107.191175,26.351591"
广汉北,GVW,,,,
高花,HGD,辽宁省沈阳市铁西区高花镇,沈阳市,辽宁省,"123.085892,41.688999"
革居,GEM,贵州省黔西南布依族苗族自治州兴义市革居,黔西南布依族苗族自治州,贵州省,"104.700211,25.110598"
高楞,GLB,黑龙江省哈尔滨市方正县高楞村,哈尔滨市,黑龙江省,"129.250351,46.005203"
关岭,GLE,云南省昆明市寻甸回族彝族自治县关岭,昆明市,云南省,"103.290054,25.377794"
桂林西,GEZ,广西壮族自治区桂林市,桂林市,广西壮族自治区,"110.290194,25.273566"
高密北,GVK,,,,
光明城,IMQ,广东省深圳市宝安区光明街道,深圳市,广东省,"113.960152,22.761845"
广宁,FBQ,广东省肇庆市广宁县广宁火车站,肇庆市,广东省,"112.425915,23.585156"
广宁寺,GQT,广东省肇庆市广宁县广宁火车站,肇庆市,广东省,"112.425915,23.585156"
广南县,GXM,云南省文山壮族苗族自治州广南县,文山壮族苗族自治州,云南省,"105.054981,24.045941"
桂平,GAZ,广西壮族自治区贵港市桂平市桂平火车站,贵港市,广西壮族自治区,"110.116811,23.317345"
弓棚子,GPT,吉林省长春市榆树市弓棚镇,长春市,吉林省,"126.312759,44.985294"
赶水东,GDE,重庆市綦江区赶水镇,重庆市,重庆市,"106.720978,28.739864"
光山,GUN,河南省信阳市光山县光山火车站,信阳市,河南省,"114.964378,31.977006"
谷山,FFQ,山东省枣庄市滕州市谷山,枣庄市,山东省,"117.248833,35.259720"
观沙岭,FKQ,西藏自治区林芝市工布江达县观沙,林芝市,西藏自治区,"93.815186,29.995527"
古田北,GBS,福建省宁德市古田县古田,宁德市,福建省,"118.744005,26.574403"
广通北,GPM,云南省楚雄彝族自治州禄丰县广通镇,楚雄彝族自治州,云南省,"101.749603,25.166019"
高台南,GAJ,甘肃省张掖市高台县高台南火车站,张掖市,甘肃省,"99.769366,39.294983"
古田会址,STS,福建省宁德市古田县古田,宁德市,福建省,"118.744005,26.574403"
贵阳北,KQW,贵州省贵阳市,贵阳市,贵州省,"106.630153,26.647661"
贵阳东,KEW,贵州省贵阳市,贵阳市,贵州省,"106.630153,26.647661"
赣榆,GYU,,,,
高邑西,GNP,河北省石家庄市高邑县西火车站,石家庄市,河北省,"114.530592,37.629804"
惠安,HNS,福建省泉州市惠安县惠安火车站,泉州市,福建省,"118.715698,25.056158"
淮北北,PLH,安徽省淮北市,淮北市,安徽省,"116.798265,33.955844"
鹤壁东,HFF,河南省鹤壁市,鹤壁市,河南省,"114.297272,35.747225"
花博山,KBT,山东省淄博市博山区博山火车站,淄博市,山东省,"117.864002,36.504899"
寒葱沟,HKB,黑龙江省佳木斯市抚远县寒葱沟镇,佳木斯市,黑龙江省,"134.164032,48.007183"
霍城,SER,,,,
珲春,HUL,,,,
横道河子东,KUX,黑龙江省牡丹江市海林市横道镇,牡丹江市,黑龙江省,"129.071075,44.818851"
邯郸东,HPP,河北省邯郸市,邯郸市,河北省,"114.538961,36.625657"
惠东,KDQ,广东省惠州市惠东县惠东火车站,惠州市,广东省,"114.794728,22.844315"
哈达铺,HDJ,黑龙江省鸡西市鸡东县哈达镇,鸡西市,黑龙江省,"131.132980,45.345863"
洪洞西,HTV,山西省临汾市洪洞县洪洞,临汾市,山西省,"111.691514,36.254415"
海东西,HDO,青海省海东市,海东市,青海省,"102.104287,36.502039"
哈尔滨北,HTB,黑龙江省哈尔滨市松北区北火车站,哈尔滨市,黑龙江省,"126.539146,45.851467"
合肥北城,COH,安徽省合肥市,合肥市,安徽省,"117.227239,31.820586"
合肥南,ENH,安徽省合肥市包河区南火车站,合肥市,安徽省,"117.290151,31.797048"
黄冈,KGN,湖北省黄冈市黄州区黄冈火车站,黄冈市,湖北省,"114.943680,30.485830"
黄冈东,KAN,湖北省黄冈市,黄冈市,湖北省,"114.872316,30.453905"
横沟桥东,HNN,河北省张家口市宣化区宣化火车站,张家口市,河北省,"115.055388,40.598090"
黄冈西,KXN,湖北省黄冈市,黄冈市,湖北省,"114.872316,30.453905"
洪河,HPB,黑龙江省绥化市肇东市洪河乡,绥化市,黑龙江省,"125.490952,45.983772"
怀化南,KAQ,湖南省怀化市鹤城区南火车站,怀化市,湖南省,"109.972754,27.534818"
黄河景区,HCF,辽宁省沈阳市皇姑区黄河街道,沈阳市,辽宁省,"123.419464,41.825027"
惠环,KHQ,广东省惠州市惠城区惠环街道,惠州市,广东省,"114.561661,23.125044"
花湖,KHN,湖北省黄石市黄石港区花湖街道,黄石市,湖北省,"115.043503,30.242935"
后湖,IHN,湖北省武汉市江夏区后湖,武汉市,湖北省,"114.136337,30.307278"
怀集,FAQ,广东省肇庆市怀集县怀集火车站,肇庆市,广东省,"112.159454,23.892349"
河口北,HBM,山东省东营市河口区河口,东营市,山东省,"118.516000,37.888423"
宏克力,OKB,黑龙江省哈尔滨市依兰县宏克力镇,哈尔滨市,黑龙江省,"129.857849,46.579433"
海林北,KBX,黑龙江省牡丹江市爱民区北火车站,牡丹江市,黑龙江省,"129.615506,44.593688"
黄流,KLQ,海南省乐东黎族自治县黄流镇,,海南省,
黄陵南,VLY,陕西省延安市黄陵县黄陵,延安市,陕西省,"109.262961,35.579428"
鲘门,KMQ,广东省汕尾市海丰县鲘门镇,汕尾市,广东省,"115.162209,22.811298"
海门,HMU,江苏省南通市海门市海门,南通市,江苏省,"121.123088,31.883544"
虎门,IUQ,广东省东莞市虎门镇,东莞市,广东省,"113.672783,22.814705"
侯马西,HPV,山西省临汾市尧都区西火车站,临汾市,山西省,"111.466940,36.101151"
衡南,HNG,湖南省衡阳市衡南县衡南火车站,衡阳市,湖南省,"112.944852,26.829551"
淮南东,HOH,安徽省淮南市,淮南市,安徽省,"116.999932,32.625478"
合浦,HVZ,广西壮族自治区北海市合浦县合浦火车站,北海市,广西壮族自治区,"109.187798,21.622430"
霍邱,FBH,安徽省六安市霍邱县霍邱火车站,六安市,安徽省,"116.143674,32.054974"
怀仁东,HFV,山西省朔州市怀仁县怀仁,朔州市,山西省,"113.118504,39.810401"
华容东,HPN,湖南省岳阳市岳阳楼区华容,岳阳市,湖南省,"113.143325,29.376320"
华容南,KRN,湖南省岳阳市岳阳楼区华容,岳阳市,湖南省,"113.143325,29.376320"
黑山北,HQT,辽宁省锦州市黑山县黑山,锦州市,辽宁省,"122.119259,41.687380"
衡水北,IHP,河北省衡水市,衡水市,河北省,"115.670177,37.738920"
黄山北,NYH,安徽省黄山市,黄山市,安徽省,"118.337481,29.714655"
黄石北,KSN,湖北省黄石市大冶市北火车站,黄石市,湖北省,"115.000763,30.121993"
贺胜桥东,HLN,河北省张家口市宣化区宣化火车站,张家口市,河北省,"115.055388,40.598090"
和硕,VUR,新疆维吾尔自治区巴音郭楞蒙古自治州和硕县和硕火车站,巴音郭楞蒙古自治州,新疆维吾尔自治区,"86.876934,42.303022"
花山南,KNN,安徽省马鞍山市含山县花山,马鞍山市,安徽省,"118.110528,31.679769"
黑山寺,HVP,,,,
荷塘,KXQ,湖南省株洲市荷塘区荷塘,株洲市,湖南省,"113.166466,27.850957"
黄土店,HKP,北京市昌平区黄土店火车站,北京市,北京市,"116.345322,40.069950"
海阳北,HEK,山东省烟台市莱州市北火车站,烟台市,山东省,"119.906719,37.230328"
合阳北,HTY,,,,
槐荫,IYN,,,,
鄠邑,KXY,,,,
花园口,HYT,河南省郑州市惠济区花园口镇,郑州市,河南省,"113.720757,34.878941"
霍州东,HWV,山西省临汾市翼城县翼城东火车站,临汾市,山西省,"111.776482,35.772164"
惠州南,KNQ,广东省惠州市惠阳区惠州南火车站,惠州市,广东省,"114.492410,22.785116"
建安,JUL,福建省南平市建瓯市建安街道,南平市,福建省,"118.362595,27.068186"
泾川,JAJ,,,,
碱厂,JUT,辽宁省葫芦岛市兴城市碱厂满族乡,葫芦岛市,辽宁省,"120.358047,40.606346"
景德镇北,JDG,江西省景德镇市,景德镇市,江西省,"117.178419,29.268835"
旌德,NSH,,,,
建德,JDU,,,,
尖峰,PFQ,江西省抚州市广昌县尖峰乡,抚州市,江西省,"116.483398,26.747997"
近海,JHD,吉林省延边朝鲜族自治州珲春市近海街道,延边朝鲜族自治州,吉林省,"130.395203,42.837936"
蛟河西,JOL,吉林省吉林市蛟河市蛟河,吉林市,吉林省,"127.344501,43.723713"
军粮城北,JMP,青海省西宁市城北区北火车站,西宁市,青海省,"101.768810,36.664222"
将乐,JLS,福建省三明市将乐县将乐火车站,三明市,福建省,"117.479571,26.695496"
贾鲁河,JLF,河南省周口市川汇区贾鲁河,周口市,河南省,"114.628090,33.646755"
九郎山,KJQ,广西壮族自治区河池市都安瑶族自治县九郎,河池市,广西壮族自治区,"108.230400,24.075603"
即墨北,JVK,山东省青岛市即墨区即墨北火车站,青岛市,山东省,"120.393950,36.404183"
剑门关,JME,广东省揭阳市揭西县剑门,揭阳市,广东省,"116.037437,23.600676"
佳木斯西,JUB,黑龙江省佳木斯市,佳木斯市,黑龙江省,"130.318917,46.799922"
建宁县北,JCS,福建省三明市建宁县北火车站,三明市,福建省,"116.871363,26.915431"
济南东,MDK,山东省济南市天桥区东火车站,济南市,山东省,"117.028430,36.681291"
江宁,JJH,江苏省南京市江宁区江宁,南京市,江苏省,"118.614272,31.868439"
江宁西,OKH,江苏省南京市江宁区江宁,南京市,江苏省,"118.614272,31.868439"
建瓯西,JUS,福建省南平市建瓯市建瓯,南平市,福建省,"118.304988,27.022727"
酒泉南,JNJ,甘肃省酒泉市,酒泉市,甘肃省,"98.494483,39.732410"
句容西,JWH,江苏省镇江市润州区西火车站,镇江市,江苏省,"119.424141,32.208122"
建水,JSM,,,,
尖山,JPQ,黑龙江省双鸭山市尖山区尖山,双鸭山市,黑龙江省,"131.143873,46.632043"
界首市,JUN,安徽省阜阳市界首市界首市火车站,阜阳市,安徽省,"115.376992,33.267623"
绩溪北,NRH,,,,
介休东,JDV,山西省晋中市介休市介休东火车站,晋中市,山西省,"111.987468,37.053395"
泾县,LOH,,,,
靖西,JMZ,广西壮族自治区百色市靖西市靖西火车站,百色市,广西壮族自治区,"106.391054,23.147446"
进贤南,JXG,江西省南昌市进贤县进贤南火车站,南昌市,江西省,"116.234716,28.337751"
江油北,JBE,四川省绵阳市江油市江油,绵阳市,四川省,"104.745877,31.778025"
简阳南,JOW,,,,
嘉峪关南,JBJ,甘肃省嘉峪关市,嘉峪关市,甘肃省,"98.289152,39.773130"
金银潭,JTN,贵州省安顺市金银,安顺市,贵州省,"106.301025,26.399189"
靖宇,JYL,吉林省白山市靖宇县靖宇,白山市,吉林省,"126.785818,42.345900"
金月湾,PYQ,湖北省黄石市大冶市金月,黄石市,湖北省,"115.027939,30.043133"
缙云西,PYH,浙江省丽水市缙云县西火车站,丽水市,浙江省,"120.055877,28.677338"
景州,JEP,河北省衡水市景县景州镇,衡水市,河北省,"116.272995,37.691872"
晋中,JZV,山西省晋中市榆次区晋中火车站,晋中市,山西省,"112.642638,37.686428"
开封北,KBF,河南省开封市,开封市,河南省,"114.307581,34.797239"
开福寺,FLQ,湖南省长沙市开福区开福寺,长沙市,湖南省,"112.978313,28.224355"
开化,KHU,浙江省衢州市开化县开化火车站,衢州市,浙江省,"118.355461,28.995746"
凯里南,QKW,贵州省黔东南苗族侗族自治州凯里市凯里,黔东南苗族侗族自治州,贵州省,"107.975990,26.582676"
库伦,KLD,内蒙古自治区乌兰察布市察哈尔右翼中旗库伦苏木,乌兰察布市,内蒙古自治区,"112.679115,41.763096"
昆明南,KOM,云南省昆明市呈贡区南火车站,昆明市,云南省,"102.858484,24.870521"
葵潭,KTQ,广东省揭阳市惠来县葵潭镇,揭阳市,广东省,"115.981117,23.063955"
开阳,KVW,贵州省贵阳市开阳县开阳火车站,贵阳市,贵州省,"106.974296,27.041307"
昆玉,ESR,海南省临高县昆玉村,,海南省,
喀左,KZT,,,,
隆安东,IDZ,广西壮族自治区南宁市隆安县隆安东火车站,南宁市,广西壮族自治区,"107.705828,23.135262"
来宾北,UCZ,广西壮族自治区来宾市兴宾区来宾北火车站,来宾市,广西壮族自治区,"109.244032,23.751420"
灵璧,GMH,安徽省宿州市灵璧县灵璧火车站,宿州市,安徽省,"117.539003,33.600478"
寮步,LTQ,广东省东莞市寮步镇,东莞市,广东省,"113.882324,22.952980"
绿博园,LCF,河南省郑州市中牟县绿博园,郑州市,河南省,"113.932793,34.755413"
隆昌北,NWW,,,,
乐昌东,ILQ,广东省韶关市浈江区韶关东火车站,韶关市,广东省,"113.604181,24.794067"
临城,UUP,河北省邢台市临城县临城火车站,邢台市,河北省,"114.611670,37.468404"
罗城,VCZ,广西壮族自治区河池市罗城仫佬族自治县罗城,河池市,广西壮族自治区,"108.895883,24.776058"
陵城,LGK,,,,
老城镇,ACQ,河南省洛阳市西工区老城火车站,洛阳市,河南省,"112.435764,34.685714"
龙洞堡,FVW,四川省广元市苍溪县龙洞乡,广元市,四川省,"106.365402,32.127960"
乐都南,LVO,,,,
娄底南,UOQ,湖南省娄底市,娄底市,湖南省,"111.993497,27.700062"
乐东,UQQ,海南省乐东黎族自治县乐东火车站,,海南省,
离堆公园,INW,四川省成都市都江堰市离堆公园,成都市,四川省,"103.613289,30.996822"
娄烦,USV,山西省太原市娄烦县娄烦火车站,太原市,山西省,"111.840620,38.075361"
陆丰,LLQ,,,,
龙丰,KFQ,广东省惠州市惠城区龙丰街道,惠州市,广东省,"114.390503,23.075495"
禄丰南,LQM,云南省楚雄彝族自治州禄丰县南火车站,楚雄彝族自治州,云南省,"102.063775,25.119951"
临汾西,LXV,山西省临汾市尧都区西火车站,临汾市,山西省,"111.466940,36.101151"
临高南,KGQ,海南省临高县临高南火车站,,海南省,
麓谷,BNQ,,,,
滦河,UDP,河北省承德市双滦区滦河镇,承德市,河北省,"117.745834,40.952717"
珞璜南,LNE,重庆市江津区珞璜镇,重庆市,重庆市,"106.427650,29.343222"
隆回,LHA,,,,
漯河西,LBN,河南省漯河市,漯河市,河南省,"114.016539,33.581412"
罗江东,IKW,四川省德阳市罗江区罗江,德阳市,四川省,"104.509602,31.296847"
柳江,UQZ,广西壮族自治区柳州市柳江区柳江火车站,柳州市,广西壮族自治区,"109.315848,24.262104"
利津南,LNK,山东省东营市利津县利津,东营市,山东省,"118.476461,37.683611"
兰考南,LUF,河南省开封市兰考县兰考,开封市,河南省,"114.821348,34.822211"
龙口市,UKK,山东省烟台市龙口市,烟台市,山东省,"120.477813,37.646108"
龙里北,KFW,贵州省黔南布依族苗族自治州龙里县龙里北火车站,黔南布依族苗族自治州,贵州省,"106.967251,26.467655"
兰陵北,COK,山东省临沂市兰陵县兰陵,临沂市,山东省,"117.851616,34.747353"
沥林北,KBQ,广东省惠州市惠城区沥林镇,惠州市,广东省,"114.238426,22.975706"
醴陵东,UKQ,,,,
陇南,INJ,甘肃省陇南市武都区陇南火车站,陇南市,甘肃省,"104.959803,33.374394"
梁平南,LPE,,,,
龙桥,LQU,安徽省合肥市庐江县龙桥镇,合肥市,安徽省,"117.463547,31.114202"
礼泉,LGY,陕西省咸阳市礼泉县礼泉火车站,咸阳市,陕西省,"108.419153,34.431294"
灵石东,UDV,山西省晋中市灵石县灵石,晋中市,山西省,"111.767571,36.841232"
乐山,IVW,四川省乐山市夹江县乐山火车站,乐山市,四川省,"103.575514,29.748180"
龙市,LAG,四川省内江市隆昌县龙市镇,内江市,四川省,"105.189651,29.359333"
溧水,LDH,,,,
娄山关南,LSE,山东省青岛市李沧区娄山街道,青岛市,山东省,"120.391968,36.212971"
岚山西,UWK,山东省日照市岚山区岚山,日照市,山东省,"119.389522,35.116537"
洛湾三江,KRW,广西壮族自治区柳州市三江侗族自治县三江,柳州市,广西壮族自治区,"109.609613,25.822210"
莱西北,LBK,山东省青岛市胶州市北火车站,青岛市,山东省,"120.055984,36.396479"
岚县,UXV,山西省吕梁市岚县岚县火车站,吕梁市,山西省,"111.642242,38.251047"
溧阳,LEH,江苏省常州市溧阳市溧阳火车站,常州市,江苏省,"119.502479,31.385871"
临邑,LUK,山东省德州市临邑县临邑,德州市,山东省,"116.872894,37.184395"
柳园南,LNR,甘肃省酒泉市瓜州县柳园镇,酒泉市,甘肃省,"95.504349,41.105602"
鹿寨北,LSZ,广西壮族自治区柳州市鹿寨县鹿寨,柳州市,广西壮族自治区,"109.742850,24.463500"
临淄北,UEK,山东省淄博市临淄区北火车站,淄博市,山东省,"118.339594,36.905805"
阆中,LZE,,,,
临泽南,LDJ,甘肃省张掖市临泽县临泽南火车站,张掖市,甘肃省,"100.125077,39.134232"
马鞍山东,OMH,安徽省马鞍山市,马鞍山市,安徽省,"118.506759,31.670452"
毛陈,MHN,湖北省孝感市孝南区毛陈镇,孝感市,湖北省,"113.945175,30.820463"
帽儿山西,MUB,,,,
明港东,MDN,河南省信阳市平桥区明港镇,信阳市,河南省,"114.055840,32.466827"
民和南,MNO,青海省海东市民和回族土族自治县南火车站,海东市,青海省,"102.850096,36.305993"
闵集,MJN,湖北省孝感市孝南区闵集乡,孝感市,湖北省,"114.133339,30.837881"
马兰,MLR,山西省太原市古交市马兰镇,太原市,山西省,"112.033752,37.849266"
民乐,MBJ,,,,
弥勒,MLM,云南省红河哈尼族彝族自治州弥勒市弥勒火车站,红河哈尼族彝族自治州,云南省,"103.409594,24.336231"
玛纳斯,MSR,新疆维吾尔自治区昌吉回族自治州玛纳斯县玛纳斯,昌吉回族自治州,新疆维吾尔自治区,"86.217020,44.304000"
牟平,MBK,山东省烟台市牟平区牟平火车站,烟台市,山东省,"121.651218,37.423773"
闽清北,MBS,,,,
民权北,MIF,河南省商丘市民权县民权,商丘市,河南省,"115.143401,34.647775"
眉山东,IUW,四川省眉山市,眉山市,四川省,"103.848538,30.075439"
名山,MSE,,,,
庙山,MSN,湖北省武汉市江夏区庙山,武汉市,湖北省,"114.377693,30.403343"
岷县,MXJ,甘肃省定西市岷县岷县火车站,定西市,甘肃省,"104.070452,34.392100"
门源,MYO,,,,
暮云,KIQ,湖南省长沙市长沙县暮云镇,长沙市,湖南省,"112.984612,28.025257"
蒙自北,MBM,云南省红河哈尼族彝族自治州蒙自市哈尼族自治州北火车站,红河哈尼族彝族自治州,云南省,"103.301921,23.467969"
孟庄,MZF,山东省枣庄市市中区孟庄镇,枣庄市,山东省,"117.655563,34.911880"
蒙自,MZM,云南省红河哈尼族彝族自治州蒙自市蒙自火车站,红河哈尼族彝族自治州,云南省,"103.430981,23.373370"
南部,NBE,,,,
南曹,NEF,福建省福州市福清市南曹,福州市,福建省,"119.284248,25.468250"
南充北,NCE,四川省南充市顺庆区北火车站,南充市,四川省,"106.070560,30.856768"
南城,NDG,江西省抚州市南城县南城火车站,抚州市,江西省,"116.617573,27.564373"
南 昌,NOG,江西省抚州市临川区南昌火车站,抚州市,江西省,"116.300941,27.937000"
南昌西,NXG,江西省南昌市,南昌市,江西省,"115.858197,28.682892"
宁东南,NDJ,宁夏回族自治区银川市灵武市宁东镇,银川市,宁夏回族自治区,"106.586197,38.164406"
宁东,NOJ,宁夏回族自治区银川市灵武市宁东镇,银川市,宁夏回族自治区,"106.586197,38.164406"
南芬北,NUT,辽宁省本溪市南芬区南芬,本溪市,辽宁省,"123.753290,41.107676"
南丰,NFG,江西省抚州市南丰县南丰火车站,抚州市,江西省,"116.600912,27.285759"
南湖东,NDN,浙江省嘉兴市南湖区南湖,嘉兴市,浙江省,"120.764250,30.742000"
牛河梁,LKT,河北省廊坊市固安县牛河,廊坊市,河北省,"116.244438,39.313133"
南华,NAM,云南省楚雄彝族自治州南华县南华火车站,楚雄彝族自治州,云南省,"101.283136,25.206446"
